TempIndex,ItemNumber,StationeryType,StationeryName,ReorderLevel,ReorderQty,UOM,Price,SupplierName,Dates,RequisitionQuantity,TotalPrice
61,P041 ,Pen ,Pen Whiteboard Marker Red ,100,50,Box ,7.2,FANTASTIC,"Friday, October 13, 2017",35,2484
56,P036 ,Pen ,Pen Transparency Permanent ,100,50,Packet ,6,OMEGA,"Friday, October 13, 2017",48,2880
3,C003 ,Clip ,Clips Double 34inch ,50,30,Dozen ,0.9,RANDOM,"Friday, October 13, 2017",10,91.8
33,F035 ,File ,Folder Plastic Yellow ,200,150,Each ,4,APLHA,"Friday, October 13, 2017",137,5460
56,P036 ,Pen ,Pen Transparency Permanent ,100,50,Packet ,6,OMEGA,"Friday, October 13, 2017",26,1530
46,P015 ,Pad ,Pad Postit Memo 2inchx4inch ,100,60,Packet ,6.2,ISS,"Friday, October 13, 2017",32,2008.8
29,F031 ,File ,Folder Plastic Blue ,200,150,Each ,4,OMEGA,"Friday, October 13, 2017",15,600
43,P012 ,Pad ,Pad Postit Memo 12inchx2inch ,100,60,Packet ,3.4,LOTCASH,"Friday, October 13, 2017",14,489.6
81,T002 ,Tacks ,Thumb Tacks Medium ,10,10,Box ,1.5,WOW,"Friday, October 13, 2017",5,76.5
73,S010 ,Shorthand ,Shorthand Book 100 pg ,100,80,Each ,0.5,FANTASTIC,"Friday, October 13, 2017",65,324
64,P044 ,Pen ,Pencil 4H ,100,50,Dozen ,2.3,APLHA,"Friday, October 13, 2017",21,471.5
72,S101 ,Sharpener ,Sharpener ,50,20,Each ,1,APLHA,"Friday, October 13, 2017",7,68
38,H031 ,Puncher ,Hole Puncher 2 holes ,50,20,Each ,10.2,CHEAP,"Monday, October 16, 2017",3,306
6,C006 ,Clip ,Clips Paper Small ,50,30,Box ,1.2,BANES,"Monday, October 16, 2017",17,201.6
11,E005 ,Envelope ,Envelope White 3inchx6inch ,600,400,Each ,1,ISS,"Monday, October 16, 2017",344,3440
8,E002 ,Envelope ,Envelope Brown 3inchx6inch w Window ,600,400,Each ,1.1,OMEGA,"Monday, October 16, 2017",152,1672
34,H011 ,Pen ,Highlighter Blue ,100,80,Box ,5.6,OMEGA,"Monday, October 16, 2017",21,1164.8
47,P016 ,Pad ,Pad Postit Memo 34inchx2inch ,100,60,Packet ,6.2,ISS,"Monday, October 16, 2017",26,1636.8
8,E002 ,Envelope ,Envelope Brown 3inchx6inch w Window ,600,400,Each ,1.1,OMEGA,"Monday, October 16, 2017",376,4136
57,P037 ,Pen ,Pen Transparency Soluble ,100,50,Packet ,6,LOTCASH,"Monday, October 16, 2017",42,2520
49,P021 ,Paper ,Paper Photostat A4 ,500,500,Box ,8,WOW,"Monday, October 16, 2017",275,22000
82,T003 ,Tacks ,Thumb Tacks Small ,10,10,Box ,1,LOTCASH,"Monday, October 16, 2017",3,27
88,T025 ,Tparency ,Transparency Cover 3M ,500,400,Box ,1.4,FIEND,"Monday, October 16, 2017",140,1960
61,P041 ,Pen ,Pen Whiteboard Marker Red ,100,50,Box ,7.2,FANTASTIC,"Monday, October 16, 2017",26,1836
81,T002 ,Tacks ,Thumb Tacks Medium ,10,10,Box ,1.5,WOW,"Monday, October 16, 2017",6,94.5
28,F024 ,File ,File-Brown with Logo ,200,150,Each ,2.3,ISS,"Monday, October 16, 2017",101,2311.5
55,P035 ,Pen ,Pen Felt Tip Red ,100,50,Dozen ,2.5,LOTCASH,"Monday, October 16, 2017",27,662.5
60,P040 ,Pen ,Pen Whiteboard Marker Green ,100,50,Box ,7.2,FANTASTIC,"Monday, October 16, 2017",34,2412
5,C005 ,Clip ,Clips Paper Medium ,50,30,Box ,1.5,APLHA,"Monday, October 16, 2017",26,387
3,C003 ,Clip ,Clips Double 34inch ,50,30,Dozen ,0.9,RANDOM,"Monday, October 16, 2017",13,118.8
3,C003 ,Clip ,Clips Double 34inch ,50,30,Dozen ,0.9,RANDOM,"Monday, October 16, 2017",5,40.5
1,C001 ,Clip ,Clips Double 1inch ,50,30,Dozen ,1,FIEND,"Monday, October 16, 2017",24,243
86,T023 ,Tparency ,Transparency Red ,100,200,Box ,1.4,LOTCASH,"Monday, October 16, 2017",132,1848
61,P041 ,Pen ,Pen Whiteboard Marker Red ,100,50,Box ,7.2,FANTASTIC,"Monday, October 16, 2017",18,1296
38,H031 ,Puncher ,Hole Puncher 2 holes ,50,20,Each ,10.2,CHEAP,"Monday, October 16, 2017",15,1489.2
42,P011 ,Pad ,Pad Postit Memo 12inchx1inch ,100,60,Packet ,3.4,CHEAP,"Monday, October 16, 2017",19,632.4
4,C004 ,Clip ,Clips Paper Large ,50,30,Box ,2,APLHA,"Monday, October 16, 2017",3,66
42,P011 ,Pad ,Pad Postit Memo 12inchx1inch ,100,60,Packet ,3.4,CHEAP,"Monday, October 16, 2017",40,1366.8
7,E001 ,Envelope ,Envelope Brown 3inchx6inch ,600,400,Each ,1,ISS,"Monday, October 16, 2017",244,2440
35,H012 ,Pen ,Highlighter Green ,100,80,Box ,5.6,WOW,"Monday, October 16, 2017",35,1971.2
62,P042 ,Pen ,Pencil 2B ,100,50,Dozen ,1.2,CHEAP,"Monday, October 16, 2017",39,462
26,F022 ,File ,File-Blue with Logo ,200,100,Each ,2.3,WOW,"Monday, October 16, 2017",31,713
82,T003 ,Tacks ,Thumb Tacks Small ,10,10,Box ,1,LOTCASH,"Monday, October 16, 2017",7,67
9,E003 ,Envelope ,Envelope Brown 5inchx7inch ,600,400,Each ,1.6,LOTCASH,"Monday, October 16, 2017",276,4416
43,P012 ,Pad ,Pad Postit Memo 12inchx2inch ,100,60,Packet ,3.4,LOTCASH,"Monday, October 16, 2017",15,510
21,E034 ,Exercise ,Exercise Book A4 Hardcover 200 pg ,100,50,Each ,0.27,BANES,"Monday, October 16, 2017",13,33.75
66,P046 ,Pen ,Pencil B with Eraser End ,100,50,Dozen ,1.2,LOTCASH,"Monday, October 16, 2017",45,534
89,T100 ,Tray ,Trays InOut ,20,10,Set ,6,CHEAP,"Monday, October 16, 2017",8,450
90,T101,Tray ,Tray Brown ,20,10,Set ,6,APLHA,"Monday, October 16, 2017",1,72
32,F034 ,File ,Folder Plastic Pink ,200,150,Each ,4,RANDOM,"Monday, October 16, 2017",123,4920
54,P034 ,Pen ,Pen Felt Tip Blue ,100,50,Dozen ,2.5,APLHA,"Monday, October 16, 2017",17,412.5
22,E035 ,Exercise ,Exercise Book Hardcover 100 pg ,100,50,Each ,0.5,BANES,"Monday, October 16, 2017",48,240
62,P042 ,Pen ,Pencil 2B ,100,50,Dozen ,1.2,CHEAP,"Monday, October 16, 2017",33,396
46,P015 ,Pad ,Pad Postit Memo 2inchx4inch ,100,60,Packet ,6.2,ISS,"Monday, October 16, 2017",52,3199.2
60,P040 ,Pen ,Pen Whiteboard Marker Green ,100,50,Box ,7.2,FANTASTIC,"Monday, October 16, 2017",44,3132
48,P020 ,Paper ,Paper Photostat A3 ,500,500,Box ,13,APLHA,"Monday, October 16, 2017",175,22750
79,S023 ,Stapler ,Stapler No. 36 ,50,20,Box ,3.9,OMEGA,"Monday, October 16, 2017",19,725.4
37,H014 ,Pen ,Highlighter Yellow ,100,80,Box ,5.6,BANES,"Monday, October 16, 2017",11,627.2
58,P038 ,Pen ,Pen Whiteboard Marker Black ,100,50,Box ,7.2,BANES,"Monday, October 16, 2017",18,1296
51,P031 ,Pen ,Pen Ballpoint Blue ,100,50,Dozen ,2.5,OMEGA,"Monday, October 16, 2017",8,187.5
87,T024 ,Tparency ,Transparency Reverse Blue ,100,200,Box ,1.4,FANTASTIC,"Monday, October 16, 2017",174,2436
72,S101 ,Sharpener ,Sharpener ,50,20,Each ,1,APLHA,"Monday, October 16, 2017",3,26
54,P034 ,Pen ,Pen Felt Tip Blue ,100,50,Dozen ,2.5,APLHA,"Monday, October 16, 2017",33,812.5
3,C003 ,Clip ,Clips Double 34inch ,50,30,Dozen ,0.9,RANDOM,"Monday, October 16, 2017",8,72.9
71,S041 ,Tape ,Scotch Tape Dispenser ,50,20,Each ,2.3,LOTCASH,"Monday, October 16, 2017",6,133.4
18,E031 ,Exercise ,Exercise Book 120 pg ,100,50,Each ,0.26,BANES,"Monday, October 16, 2017",32,83.2
84,T021 ,Tparency ,Transparency Clear ,500,400,Box ,1.4,LOTCASH,"Monday, October 16, 2017",288,4032
31,F033 ,File ,Folder Plastic Green ,200,150,Each ,4,RANDOM,"Monday, October 16, 2017",108,4320
30,F032 ,File ,Folder Plastic Clear ,200,150,Each ,4,BANES,"Tuesday, October 17, 2017",150,6000
12,E006 ,Envelope ,Envelope White 3inchx6inch w Window ,600,400,Each ,1.1,OMEGA,"Tuesday, October 17, 2017",204,2244
54,P034 ,Pen ,Pen Felt Tip Blue ,100,50,Dozen ,2.5,APLHA,"Tuesday, October 17, 2017",45,1125
69,S100 ,Scissors ,Scissors ,50,20,Each ,4,LOTCASH,"Tuesday, October 17, 2017",20,792
70,S040 ,Tape ,Scotch Tape ,50,20,Each ,1.2,OMEGA,"Tuesday, October 17, 2017",6,69.6
75,S012 ,Shorthand ,Shorthand Book 80 pg ,100,80,Each ,0.4,BANES,"Tuesday, October 17, 2017",46,185.6
68,R001 ,Ruler ,Ruler 6inch ,50,20,Dozen ,2.5,APLHA,"Tuesday, October 17, 2017",6,160
13,E007 ,Envelope ,Envelope White 5inchx7inch ,600,400,Each ,1.6,APLHA,"Tuesday, October 17, 2017",376,6016
72,S101 ,Sharpener ,Sharpener ,50,20,Each ,1,APLHA,"Tuesday, October 17, 2017",13,130
3,C003 ,Clip ,Clips Double 34inch ,50,30,Dozen ,0.9,RANDOM,"Tuesday, October 17, 2017",22,194.4
54,P034 ,Pen ,Pen Felt Tip Blue ,100,50,Dozen ,2.5,APLHA,"Tuesday, October 17, 2017",13,312.5
49,P021 ,Paper ,Paper Photostat A4 ,500,500,Box ,8,WOW,"Tuesday, October 17, 2017",500,40000
68,R001 ,Ruler ,Ruler 6inch ,50,20,Dozen ,2.5,APLHA,"Tuesday, October 17, 2017",18,450
22,E035 ,Exercise ,Exercise Book Hardcover 100 pg ,100,50,Each ,0.5,BANES,"Tuesday, October 17, 2017",23,112.5
60,P040 ,Pen ,Pen Whiteboard Marker Green ,100,50,Box ,7.2,FANTASTIC,"Tuesday, October 17, 2017",40,2844
88,T025 ,Tparency ,Transparency Cover 3M ,500,400,Box ,1.4,FIEND,"Tuesday, October 17, 2017",276,3864
41,P010 ,Pad ,Pad Postit Memo 1inchx2inch ,100,60,Packet ,4.5,CHEAP,"Tuesday, October 17, 2017",54,2430
16,E021 ,Eraser ,Eraser soft ,50,20,Each ,0.3,FIEND,"Tuesday, October 17, 2017",5,15
35,H012 ,Pen ,Highlighter Green ,100,80,Box ,5.6,WOW,"Tuesday, October 17, 2017",26,1433.6
73,S010 ,Shorthand ,Shorthand Book 100 pg ,100,80,Each ,0.5,FANTASTIC,"Tuesday, October 17, 2017",70,348
6,C006 ,Clip ,Clips Paper Small ,50,30,Box ,1.2,BANES,"Tuesday, October 17, 2017",12,140.4
85,T022 ,Tparency ,Transparency Green ,100,200,Box ,1.4,LOTCASH,"Tuesday, October 17, 2017",98,1372
13,E007 ,Envelope ,Envelope White 5inchx7inch ,600,400,Each ,1.6,APLHA,"Tuesday, October 17, 2017",80,1280
7,E001 ,Envelope ,Envelope Brown 3inchx6inch ,600,400,Each ,1,ISS,"Tuesday, October 17, 2017",260,2600
89,T100 ,Tray ,Trays InOut ,20,10,Set ,6,CHEAP,"Tuesday, October 17, 2017",1,84
36,H013 ,Pen ,Highlighter Pink ,100,80,Box ,5.6,WOW,"Tuesday, October 17, 2017",71,3987.2
55,P035 ,Pen ,Pen Felt Tip Red ,100,50,Dozen ,2.5,LOTCASH,"Tuesday, October 17, 2017",22,537.5
58,P038 ,Pen ,Pen Whiteboard Marker Black ,100,50,Box ,7.2,BANES,"Tuesday, October 17, 2017",16,1116
26,F022 ,File ,File-Blue with Logo ,200,100,Each ,2.3,WOW,"Tuesday, October 17, 2017",77,1771
3,C003 ,Clip ,Clips Double 34inch ,50,30,Dozen ,0.9,RANDOM,"Tuesday, October 17, 2017",6,56.7
36,H013 ,Pen ,Highlighter Pink ,100,80,Box ,5.6,WOW,"Tuesday, October 17, 2017",41,2284.8
28,F024 ,File ,File-Brown with Logo ,200,150,Each ,2.3,ISS,"Tuesday, October 17, 2017",74,1690.5
87,T024 ,Tparency ,Transparency Reverse Blue ,100,200,Box ,1.4,FANTASTIC,"Tuesday, October 17, 2017",28,392
20,E033 ,Exercise ,Exercise Book A4 Hardcover 120 pg ,100,50,Each ,0.22,BANES,"Tuesday, October 17, 2017",45,97.9
36,H013 ,Pen ,Highlighter Pink ,100,80,Box ,5.6,WOW,"Tuesday, October 17, 2017",74,4121.6
30,F032 ,File ,Folder Plastic Clear ,200,150,Each ,4,BANES,"Tuesday, October 17, 2017",50,1980
26,F022 ,File ,File-Blue with Logo ,200,100,Each ,2.3,WOW,"Tuesday, October 17, 2017",88,2024
73,S010 ,Shorthand ,Shorthand Book 100 pg ,100,80,Each ,0.5,FANTASTIC,"Tuesday, October 17, 2017",62,312
62,P042 ,Pen ,Pencil 2B ,100,50,Dozen ,1.2,CHEAP,"Tuesday, October 17, 2017",8,96
63,P043 ,Pen ,Pencil 2B with Eraser End ,100,50,Dozen ,1.8,FANTASTIC,"Tuesday, October 17, 2017",50,900
54,P034 ,Pen ,Pen Felt Tip Blue ,100,50,Dozen ,2.5,APLHA,"Tuesday, October 17, 2017",35,862.5
15,E020 ,Eraser ,Eraser hard ,50,20,Each ,0.4,LOTCASH,"Tuesday, October 17, 2017",6,22.4
66,P046 ,Pen ,Pencil B with Eraser End ,100,50,Dozen ,1.2,LOTCASH,"Tuesday, October 17, 2017",24,282
58,P038 ,Pen ,Pen Whiteboard Marker Black ,100,50,Box ,7.2,BANES,"Tuesday, October 17, 2017",32,2304
56,P036 ,Pen ,Pen Transparency Permanent ,100,50,Packet ,6,OMEGA,"Tuesday, October 17, 2017",8,450
20,E033 ,Exercise ,Exercise Book A4 Hardcover 120 pg ,100,50,Each ,0.22,BANES,"Tuesday, October 17, 2017",35,75.9
86,T023 ,Tparency ,Transparency Red ,100,200,Box ,1.4,LOTCASH,"Tuesday, October 17, 2017",182,2548
12,E006 ,Envelope ,Envelope White 3inchx6inch w Window ,600,400,Each ,1.1,OMEGA,"Tuesday, October 17, 2017",396,4356
38,H031 ,Puncher ,Hole Puncher 2 holes ,50,20,Each ,10.2,CHEAP,"Tuesday, October 17, 2017",20,2019.6
47,P016 ,Pad ,Pad Postit Memo 34inchx2inch ,100,60,Packet ,6.2,ISS,"Tuesday, October 17, 2017",9,558
73,S010 ,Shorthand ,Shorthand Book 100 pg ,100,80,Each ,0.5,FANTASTIC,"Tuesday, October 17, 2017",50,248
29,F031 ,File ,Folder Plastic Blue ,200,150,Each ,4,OMEGA,"Tuesday, October 17, 2017",117,4680
33,F035 ,File ,Folder Plastic Yellow ,200,150,Each ,4,APLHA,"Wednesday, October 18, 2017",146,5820
68,R001 ,Ruler ,Ruler 6inch ,50,20,Dozen ,2.5,APLHA,"Wednesday, October 18, 2017",11,265
19,E032 ,Exercise ,Exercise Book A4 Hardcover 100 pg ,100,50,Each ,0.21,WOW,"Wednesday, October 18, 2017",13,26.25
50,P030 ,Pen ,Pen Ballpoint Black ,100,50,Dozen ,2.5,RANDOM,"Wednesday, October 18, 2017",6,150
76,S020 ,Stapler ,Stapler No. 28 ,50,20,Each ,3.6,CHEAP,"Wednesday, October 18, 2017",13,460.8
47,P016 ,Pad ,Pad Postit Memo 34inchx2inch ,100,60,Packet ,6.2,ISS,"Wednesday, October 18, 2017",59,3682.8
89,T100 ,Tray ,Trays InOut ,20,10,Set ,6,CHEAP,"Wednesday, October 18, 2017",6,360
69,S100 ,Scissors ,Scissors ,50,20,Each ,4,LOTCASH,"Wednesday, October 18, 2017",4,144
39,H032 ,Puncher ,Hole Puncher 3 holes ,50,20,Each ,12.6,CHEAP,"Wednesday, October 18, 2017",3,327.6
39,H032 ,Puncher ,Hole Puncher 3 holes ,50,20,Each ,12.6,CHEAP,"Wednesday, October 18, 2017",10,1260
10,E004 ,Envelope ,Envelope Brown 5inchx7inch w Window ,600,400,Each ,1.7,ISS,"Wednesday, October 18, 2017",256,4352
89,T100 ,Tray ,Trays InOut ,20,10,Set ,6,CHEAP,"Wednesday, October 18, 2017",2,90
58,P038 ,Pen ,Pen Whiteboard Marker Black ,100,50,Box ,7.2,BANES,"Wednesday, October 18, 2017",15,1044
28,F024 ,File ,File-Brown with Logo ,200,150,Each ,2.3,ISS,"Wednesday, October 18, 2017",74,1690.5
76,S020 ,Stapler ,Stapler No. 28 ,50,20,Each ,3.6,CHEAP,"Wednesday, October 18, 2017",19,676.8
11,E005 ,Envelope ,Envelope White 3inchx6inch ,600,400,Each ,1,ISS,"Wednesday, October 18, 2017",260,2600
20,E033 ,Exercise ,Exercise Book A4 Hardcover 120 pg ,100,50,Each ,0.22,BANES,"Wednesday, October 18, 2017",46,101.2
85,T022 ,Tparency ,Transparency Green ,100,200,Box ,1.4,LOTCASH,"Wednesday, October 18, 2017",190,2660
38,H031 ,Puncher ,Hole Puncher 2 holes ,50,20,Each ,10.2,CHEAP,"Wednesday, October 18, 2017",18,1815.6
35,H012 ,Pen ,Highlighter Green ,100,80,Box ,5.6,WOW,"Wednesday, October 18, 2017",52,2912
78,S022 ,Stapler ,Stapler No. 28 ,50,20,Box ,3.6,APLHA,"Wednesday, October 18, 2017",18,655.2
30,F032 ,File ,Folder Plastic Clear ,200,150,Each ,4,BANES,"Wednesday, October 18, 2017",44,1740
7,E001 ,Envelope ,Envelope Brown 3inchx6inch ,600,400,Each ,1,ISS,"Wednesday, October 18, 2017",124,1240
32,F034 ,File ,Folder Plastic Pink ,200,150,Each ,4,RANDOM,"Wednesday, October 18, 2017",29,1140
85,T022 ,Tparency ,Transparency Green ,100,200,Box ,1.4,LOTCASH,"Wednesday, October 18, 2017",162,2268
15,E020 ,Eraser ,Eraser hard ,50,20,Each ,0.4,LOTCASH,"Wednesday, October 18, 2017",16,62.4
19,E032 ,Exercise ,Exercise Book A4 Hardcover 100 pg ,100,50,Each ,0.21,WOW,"Wednesday, October 18, 2017",35,72.45
37,H014 ,Pen ,Highlighter Yellow ,100,80,Box ,5.6,BANES,"Wednesday, October 18, 2017",13,716.8
77,S021 ,Stapler ,Stapler No. 36 ,50,20,Each ,3.9,FIEND,"Wednesday, October 18, 2017",8,296.4
6,C006 ,Clip ,Clips Paper Small ,50,30,Box ,1.2,BANES,"Wednesday, October 18, 2017",29,352.8
9,E003 ,Envelope ,Envelope Brown 5inchx7inch ,600,400,Each ,1.6,LOTCASH,"Wednesday, October 18, 2017",276,4416
2,C002 ,Clip ,Clips Double 2inch ,50,30,Dozen ,1.2,BANES,"Wednesday, October 18, 2017",22,266.4
51,P031 ,Pen ,Pen Ballpoint Blue ,100,50,Dozen ,2.5,OMEGA,"Wednesday, October 18, 2017",13,312.5
9,E003 ,Envelope ,Envelope Brown 5inchx7inch ,600,400,Each ,1.6,LOTCASH,"Wednesday, October 18, 2017",144,2304
88,T025 ,Tparency ,Transparency Cover 3M ,500,400,Box ,1.4,FIEND,"Wednesday, October 18, 2017",156,2184
79,S023 ,Stapler ,Stapler No. 36 ,50,20,Box ,3.9,OMEGA,"Wednesday, October 18, 2017",15,585
28,F024 ,File ,File-Brown with Logo ,200,150,Each ,2.3,ISS,"Wednesday, October 18, 2017",51,1173
48,P020 ,Paper ,Paper Photostat A3 ,500,500,Box ,13,APLHA,"Wednesday, October 18, 2017",80,10400
89,T100 ,Tray ,Trays InOut ,20,10,Set ,6,CHEAP,"Wednesday, October 18, 2017",5,306
1,C001 ,Clip ,Clips Double 1inch ,50,30,Dozen ,1,FIEND,"Wednesday, October 18, 2017",29,291
50,P030 ,Pen ,Pen Ballpoint Black ,100,50,Dozen ,2.5,RANDOM,"Wednesday, October 18, 2017",19,475
34,H011 ,Pen ,Highlighter Blue ,100,80,Box ,5.6,OMEGA,"Wednesday, October 18, 2017",17,940.8
29,F031 ,File ,Folder Plastic Blue ,200,150,Each ,4,OMEGA,"Wednesday, October 18, 2017",72,2880
27,F023 ,File ,File-Brown wo Logo ,200,150,Each ,2.1,APLHA,"Wednesday, October 18, 2017",119,2488.5
8,E002 ,Envelope ,Envelope Brown 3inchx6inch w Window ,600,400,Each ,1.1,OMEGA,"Wednesday, October 18, 2017",80,880
21,E034 ,Exercise ,Exercise Book A4 Hardcover 200 pg ,100,50,Each ,0.27,BANES,"Wednesday, October 18, 2017",15,40.5
81,T002 ,Tacks ,Thumb Tacks Medium ,10,10,Box ,1.5,WOW,"Wednesday, October 18, 2017",9,136.5
8,E002 ,Envelope ,Envelope Brown 3inchx6inch w Window ,600,400,Each ,1.1,OMEGA,"Wednesday, October 18, 2017",272,2992
72,S101 ,Sharpener ,Sharpener ,50,20,Each ,1,APLHA,"Wednesday, October 18, 2017",12,122
10,E004 ,Envelope ,Envelope Brown 5inchx7inch w Window ,600,400,Each ,1.7,ISS,"Wednesday, October 18, 2017",40,680
54,P034 ,Pen ,Pen Felt Tip Blue ,100,50,Dozen ,2.5,APLHA,"Wednesday, October 18, 2017",44,1100
71,S041 ,Tape ,Scotch Tape Dispenser ,50,20,Each ,2.3,LOTCASH,"Wednesday, October 18, 2017",14,331.2
68,R001 ,Ruler ,Ruler 6inch ,50,20,Dozen ,2.5,APLHA,"Thursday, October 19, 2017",16,395
40,H033 ,Puncher ,Hole Puncher Adjustable ,50,20,Each ,15.3,CHEAP,"Thursday, October 19, 2017",14,2111.4
26,F022 ,File ,File-Blue with Logo ,200,100,Each ,2.3,WOW,"Thursday, October 19, 2017",97,2231
69,S100 ,Scissors ,Scissors ,50,20,Each ,4,LOTCASH,"Thursday, October 19, 2017",12,496
56,P036 ,Pen ,Pen Transparency Permanent ,100,50,Packet ,6,OMEGA,"Thursday, October 19, 2017",37,2190
35,H012 ,Pen ,Highlighter Green ,100,80,Box ,5.6,WOW,"Thursday, October 19, 2017",46,2598.4
50,P030 ,Pen ,Pen Ballpoint Black ,100,50,Dozen ,2.5,RANDOM,"Thursday, October 19, 2017",43,1075
52,P032 ,Pen ,Pen Ballpoint Red ,100,50,Dozen ,2.5,CHEAP,"Thursday, October 19, 2017",19,475
24,F020 ,File ,File Separator ,100,50,Set ,2,OMEGA,"Thursday, October 19, 2017",30,590
7,E001 ,Envelope ,Envelope Brown 3inchx6inch ,600,400,Each ,1,ISS,"Thursday, October 19, 2017",288,2880
15,E020 ,Eraser ,Eraser hard ,50,20,Each ,0.4,LOTCASH,"Thursday, October 19, 2017",18,72
5,C005 ,Clip ,Clips Paper Medium ,50,30,Box ,1.5,APLHA,"Thursday, October 19, 2017",20,301.5
40,H033 ,Puncher ,Hole Puncher Adjustable ,50,20,Each ,15.3,CHEAP,"Thursday, October 19, 2017",12,1774.8
22,E035 ,Exercise ,Exercise Book Hardcover 100 pg ,100,50,Each ,0.5,BANES,"Thursday, October 19, 2017",15,72.5
24,F020 ,File ,File Separator ,100,50,Set ,2,OMEGA,"Thursday, October 19, 2017",10,200
58,P038 ,Pen ,Pen Whiteboard Marker Black ,100,50,Box ,7.2,BANES,"Thursday, October 19, 2017",26,1836
53,P033 ,Pen ,Pen Felt Tip Black ,100,50,Dozen ,2.5,RANDOM,"Thursday, October 19, 2017",38,937.5
66,P046 ,Pen ,Pencil B with Eraser End ,100,50,Dozen ,1.2,LOTCASH,"Thursday, October 19, 2017",45,540
24,F020 ,File ,File Separator ,100,50,Set ,2,OMEGA,"Thursday, October 19, 2017",50,990
49,P021 ,Paper ,Paper Photostat A4 ,500,500,Box ,8,WOW,"Thursday, October 19, 2017",350,28000
86,T023 ,Tparency ,Transparency Red ,100,200,Box ,1.4,LOTCASH,"Thursday, October 19, 2017",88,1232
69,S100 ,Scissors ,Scissors ,50,20,Each ,4,LOTCASH,"Thursday, October 19, 2017",19,744
6,C006 ,Clip ,Clips Paper Small ,50,30,Box ,1.2,BANES,"Thursday, October 19, 2017",19,223.2
22,E035 ,Exercise ,Exercise Book Hardcover 100 pg ,100,50,Each ,0.5,BANES,"Thursday, October 19, 2017",50,247.5
5,C005 ,Clip ,Clips Paper Medium ,50,30,Box ,1.5,APLHA,"Thursday, October 19, 2017",24,360
14,E008 ,Envelope ,Envelope White 5inchx7inch w Window ,600,400,Each ,1.7,BANES,"Thursday, October 19, 2017",108,1836
82,T003 ,Tacks ,Thumb Tacks Small ,10,10,Box ,1,LOTCASH,"Thursday, October 19, 2017",1,11
82,T003 ,Tacks ,Thumb Tacks Small ,10,10,Box ,1,LOTCASH,"Thursday, October 19, 2017",2,21
37,H014 ,Pen ,Highlighter Yellow ,100,80,Box ,5.6,BANES,"Thursday, October 19, 2017",12,672
26,F022 ,File ,File-Blue with Logo ,200,100,Each ,2.3,WOW,"Thursday, October 19, 2017",12,276
5,C005 ,Clip ,Clips Paper Medium ,50,30,Box ,1.5,APLHA,"Thursday, October 19, 2017",18,270
72,S101 ,Sharpener ,Sharpener ,50,20,Each ,1,APLHA,"Thursday, October 19, 2017",16,158
84,T021 ,Tparency ,Transparency Clear ,500,400,Box ,1.4,LOTCASH,"Thursday, October 19, 2017",136,1904
52,P032 ,Pen ,Pen Ballpoint Red ,100,50,Dozen ,2.5,CHEAP,"Thursday, October 19, 2017",19,462.5
23,E036 ,Exercise ,Exercise Book Hardcover 120 pg ,100,50,Each ,0.56,ISS,"Thursday, October 19, 2017",47,260.4
28,F024 ,File ,File-Brown with Logo ,200,150,Each ,2.3,ISS,"Thursday, October 19, 2017",149,3415.5
61,P041 ,Pen ,Pen Whiteboard Marker Red ,100,50,Box ,7.2,FANTASTIC,"Thursday, October 19, 2017",26,1836
23,E036 ,Exercise ,Exercise Book Hardcover 120 pg ,100,50,Each ,0.56,ISS,"Thursday, October 19, 2017",9,50.4
3,C003 ,Clip ,Clips Double 34inch ,50,30,Dozen ,0.9,RANDOM,"Thursday, October 19, 2017",4,37.8
52,P032 ,Pen ,Pen Ballpoint Red ,100,50,Dozen ,2.5,CHEAP,"Thursday, October 19, 2017",33,812.5
43,P012 ,Pad ,Pad Postit Memo 12inchx2inch ,100,60,Packet ,3.4,LOTCASH,"Thursday, October 19, 2017",36,1224
14,E008 ,Envelope ,Envelope White 5inchx7inch w Window ,600,400,Each ,1.7,BANES,"Thursday, October 19, 2017",228,3876
23,E036 ,Exercise ,Exercise Book Hardcover 120 pg ,100,50,Each ,0.56,ISS,"Thursday, October 19, 2017",32,179.2
45,P014 ,Pad ,Pad Postit Memo 2inchx4inch ,100,60,Packet ,6.2,APLHA,"Thursday, October 19, 2017",16,967.2
39,H032 ,Puncher ,Hole Puncher 3 holes ,50,20,Each ,12.6,CHEAP,"Thursday, October 19, 2017",2,252
33,F035 ,File ,Folder Plastic Yellow ,200,150,Each ,4,APLHA,"Thursday, October 19, 2017",56,2220
73,S010 ,Shorthand ,Shorthand Book 100 pg ,100,80,Each ,0.5,FANTASTIC,"Thursday, October 19, 2017",33,164
70,S040 ,Tape ,Scotch Tape ,50,20,Each ,1.2,OMEGA,"Thursday, October 19, 2017",4,50.4
61,P041 ,Pen ,Pen Whiteboard Marker Red ,100,50,Box ,7.2,FANTASTIC,"Thursday, October 19, 2017",24,1728
82,T003 ,Tacks ,Thumb Tacks Small ,10,10,Box ,1,LOTCASH,"Thursday, October 19, 2017",8,80
46,P015 ,Pad ,Pad Postit Memo 2inchx4inch ,100,60,Packet ,6.2,ISS,"Thursday, October 19, 2017",57,3534
60,P040 ,Pen ,Pen Whiteboard Marker Green ,100,50,Box ,7.2,FANTASTIC,"Thursday, October 19, 2017",6,432
